,Yr_Mo_Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
3404,2070-04-28,12.75,10.17,8.63,7.41,13.59,9.5,13.83,11.25,14.04,10.92,12.75,18.46
3405,2070-04-29,13.75,9.21,10.88,6.63,8.79,7.38,9.04,5.41,8.21,9.75,6.21,13.08
3406,2070-04-30,8.83,10.34,6.38,3.37,8.58,6.87,8.29,8.38,9.13,6.38,14.71,11.54
3407,2070-05-01,14.17,17.96,15.12,7.08,14.17,11.83,12.75,16.92,11.71,15.41,25.75,19.58
3408,2070-05-02,16.75,18.91,16.0,10.71,17.67,13.62,16.66,16.88,14.0,15.09,27.5,17.58
3409,2070-05-03,13.67,14.83,15.37,9.62,17.21,12.71,9.71,11.21,13.7,15.46,17.67,20.04
3410,2070-05-04,13.5,11.42,9.71,7.58,13.88,9.17,9.25,9.87,9.38,12.42,14.33,17.88
3411,2070-05-05,12.87,11.34,9.59,8.21,9.79,9.59,6.79,7.33,11.17,12.12,11.75,16.0
3412,2070-05-06,11.71,7.08,5.58,5.71,9.79,6.71,3.37,5.46,7.67,5.54,9.46,11.79
3413,2070-05-07,15.34,10.41,8.67,5.75,9.54,5.09,5.91,7.67,6.21,5.75,8.54,12.38
3414,2070-05-08,7.87,8.58,7.96,3.79,8.46,6.46,7.92,6.42,8.83,9.29,5.58,17.08
3415,2070-05-09,7.96,7.12,17.12,5.88,9.42,9.71,12.5,10.08,11.12,10.83,9.33,15.75
3416,2070-05-10,11.71,7.96,17.0,6.79,8.79,10.58,10.21,10.67,10.75,9.54,12.79,17.41
3417,2070-05-11,6.08,6.96,3.54,2.42,4.38,5.25,5.75,4.58,4.79,6.87,8.58,16.71
3418,2070-05-12,6.25,4.08,15.63,4.12,4.25,7.04,7.25,5.75,7.33,5.79,10.25,9.17
3419,2070-05-13,5.37,3.67,6.58,2.92,3.21,3.21,2.54,6.21,2.58,1.75,12.12,6.21
3420,2070-05-14,3.33,5.63,5.17,1.21,4.25,1.71,3.25,6.42,4.54,4.25,9.71,4.12
3421,2070-05-15,8.79,9.59,8.63,4.08,11.12,5.09,3.83,7.92,5.41,3.71,7.38,3.58
3422,2070-05-16,10.92,6.67,6.96,4.88,6.67,6.08,7.17,4.75,5.91,6.08,8.5,12.29
3423,2070-05-17,3.83,2.42,6.21,0.92,5.5,3.67,2.79,4.46,4.08,3.13,12.38,9.25
3424,2070-05-18,5.71,4.33,8.54,2.83,6.42,5.33,8.54,8.96,8.04,7.04,16.88,15.75
3425,2070-05-19,13.33,8.92,8.33,7.12,13.42,9.54,12.04,10.92,12.67,11.83,14.75,20.96
3426,2070-05-20,11.63,12.42,11.0,8.12,17.25,12.21,15.83,12.04,16.42,12.25,19.5,26.25
3427,2070-05-21,21.84,13.42,13.46,10.92,18.96,13.25,17.37,12.75,16.92,16.29,16.25,25.5
3428,2070-05-22,9.46,5.71,8.75,4.83,8.79,6.79,8.87,6.29,9.04,7.08,10.46,14.75
3429,2070-05-23,7.92,13.92,8.04,4.88,11.54,6.87,8.75,7.12,6.08,8.21,20.33,13.7
3430,2070-05-24,13.46,13.59,12.87,6.42,14.25,8.42,10.08,10.79,10.63,11.04,20.96,19.25
3431,2070-05-25,9.92,9.21,8.58,7.54,13.62,10.29,14.17,11.29,13.04,10.96,17.0,20.41
3432,2070-05-26,6.92,6.92,6.63,5.25,10.54,7.71,13.37,8.12,11.17,6.96,14.17,19.58
3433,2070-05-27,6.34,8.25,7.58,3.46,6.17,4.75,6.46,10.88,5.58,5.09,17.67,9.42
3434,2070-05-28,10.67,7.92,6.83,4.5,10.0,5.79,5.33,6.08,7.17,6.17,10.79,11.96
3435,2070-05-29,10.0,9.25,8.25,4.63,11.04,7.12,6.04,8.92,7.62,8.54,14.83,16.21
3436,2070-05-30,10.5,7.62,7.96,5.66,11.79,9.21,10.58,10.83,11.04,8.04,13.92,17.08
3437,2070-05-31,7.92,7.67,9.67,7.0,12.54,9.46,13.37,9.5,12.21,9.79,14.54,17.75
3438,2070-06-01,6.34,5.88,8.54,4.38,8.79,4.75,4.12,6.08,5.96,3.71,11.38,9.83
3439,2070-06-02,5.37,7.12,5.5,2.75,6.71,4.58,6.5,7.54,4.92,6.08,10.96,12.96
3440,2070-06-03,11.92,18.58,8.0,6.96,13.83,8.17,6.75,9.71,8.71,9.13,14.12,15.29
3441,2070-06-04,17.75,13.54,12.92,6.67,12.33,8.79,11.08,10.29,10.04,9.38,9.54,16.5
3442,2070-06-05,14.29,9.38,14.17,6.34,9.71,8.0,8.33,7.75,9.5,7.29,8.17,13.92
3443,2070-06-06,10.21,6.38,19.17,4.46,5.25,6.83,5.91,5.71,7.67,5.58,8.46,9.29
3444,2070-06-07,4.96,3.83,15.21,3.71,4.71,4.54,5.04,3.67,6.21,4.5,7.29,6.63
3445,2070-06-08,5.46,2.42,4.71,3.37,3.88,2.17,3.42,4.0,6.58,5.63,4.83,11.08
3446,2070-06-09,2.21,2.54,5.33,1.96,3.17,0.71,1.46,3.29,2.0,2.13,5.33,8.54
3447,2070-06-10,6.54,2.46,5.96,1.58,6.13,1.33,1.63,2.33,1.5,1.79,4.04,3.79
3448,2070-06-11,6.92,2.58,7.54,1.71,4.54,1.63,2.42,1.63,2.37,0.71,3.21,5.17
3449,2070-06-12,4.12,1.71,5.91,2.58,3.04,2.37,2.25,4.04,3.88,2.13,7.58,3.79
3450,2070-06-13,2.71,3.08,6.79,1.5,2.46,2.75,3.13,2.92,3.37,1.96,7.62,8.75
3451,2070-06-14,6.54,2.96,16.58,5.63,5.66,6.5,5.21,4.12,6.42,2.5,12.33,3.13
3452,2070-06-15,6.58,5.83,6.71,2.46,4.79,3.46,1.75,5.88,3.0,3.63,9.25,7.75
3453,2070-06-16,7.46,5.41,18.46,6.75,9.29,6.42,9.25,6.42,8.08,4.5,11.67,10.17
3454,2070-06-17,11.5,5.58,11.75,4.38,10.71,5.66,11.96,8.54,10.79,8.21,11.12,16.38
3455,2070-06-18,6.87,3.71,4.75,1.83,6.87,4.29,2.0,4.96,1.96,2.46,8.21,8.58
3456,2070-06-19,11.08,6.71,7.29,1.92,3.37,1.5,2.42,3.96,1.92,0.79,7.58,3.08
3457,2070-06-20,15.71,13.21,13.25,6.25,13.29,8.12,7.21,10.08,8.08,8.25,18.66,10.58
3458,2070-06-21,22.71,13.04,17.41,14.83,17.71,14.17,15.41,12.75,16.75,17.83,13.29,27.33
3459,2070-06-22,14.71,11.46,12.12,5.96,11.67,7.08,8.92,8.67,6.42,7.38,13.33,8.29
3460,2070-06-23,13.04,11.87,12.83,5.41,12.21,8.29,8.33,9.54,8.79,9.21,14.09,14.04
3461,2070-06-24,15.12,14.71,15.0,9.0,18.75,11.38,14.5,11.63,13.67,11.21,19.83,19.7
3462,2070-06-25,10.5,9.17,10.96,6.0,10.46,7.54,9.29,9.04,10.58,9.92,16.0,20.54
3463,2070-06-26,9.79,9.5,10.88,5.88,11.08,7.38,7.83,7.33,8.46,7.67,10.21,11.54
3464,2070-06-27,6.38,7.08,8.67,3.75,11.04,6.79,4.79,7.29,6.63,7.83,10.21,9.79
3465,2070-06-28,16.29,12.75,11.54,8.29,13.83,9.79,13.67,9.87,12.87,11.04,16.92,19.62
3466,2070-06-29,16.04,12.04,12.71,10.25,14.92,11.79,15.92,10.0,13.79,14.5,15.46,22.21
3467,2070-06-30,12.17,10.92,10.13,6.71,12.96,8.33,7.87,10.46,10.75,9.08,16.71,16.25
3468,2070-07-01,20.79,17.12,12.5,11.67,20.3,13.54,19.95,14.92,17.41,15.37,23.0,29.63
3469,2070-07-02,20.96,13.17,13.25,10.63,18.54,13.13,18.29,10.63,16.42,15.21,16.17,24.33
3470,2070-07-03,8.92,4.12,9.17,4.75,10.0,6.46,9.42,5.88,9.71,7.62,12.08,14.04
3471,2070-07-04,10.92,9.13,8.12,6.87,12.21,9.25,12.12,7.96,10.29,7.33,11.54,16.79
3472,2070-07-05,10.71,8.83,10.92,5.13,8.83,8.12,9.0,9.13,8.87,9.04,19.12,19.08
3473,2070-07-06,7.79,7.29,9.62,4.21,7.29,6.46,7.08,9.71,7.83,8.0,13.59,11.0
3474,2070-07-07,4.5,5.5,4.67,2.67,2.25,3.25,3.21,6.46,3.46,5.0,14.5,8.17
3475,2070-07-08,12.62,11.17,10.17,7.29,11.17,7.79,6.34,8.25,8.75,7.87,16.79,13.7
3476,2070-07-09,13.92,10.17,11.42,7.92,13.42,10.41,12.62,10.96,12.46,11.46,14.83,19.87
3477,2070-07-10,11.83,9.17,10.79,6.34,12.75,9.62,10.79,9.13,12.25,8.29,16.17,20.79
3478,2070-07-11,13.5,11.38,12.25,7.38,16.17,11.12,15.87,10.63,13.25,13.5,20.17,25.29
3479,2070-07-12,13.42,10.08,13.7,7.96,16.46,12.42,17.5,13.96,16.42,13.29,21.34,23.09
3480,2070-07-13,12.38,9.62,10.88,6.21,14.96,11.21,14.58,9.83,13.37,9.92,16.25,21.84
3481,2070-07-14,21.54,15.29,14.29,9.38,14.79,9.87,12.87,10.5,14.09,11.34,15.96,23.83
3482,2070-07-15,17.12,9.96,13.88,9.42,11.54,8.96,12.46,7.62,12.25,12.0,11.75,20.21
3483,2070-07-16,10.63,3.71,6.34,3.63,8.38,5.17,7.41,4.88,8.33,5.83,10.34,13.59
3484,2070-07-17,7.62,4.42,7.71,3.92,8.25,5.96,8.71,4.63,9.08,4.75,13.59,16.08
3485,2070-07-18,8.96,8.79,8.38,5.66,12.46,7.75,11.04,6.04,10.21,6.92,12.67,18.91
3486,2070-07-19,14.67,8.25,9.46,6.67,9.75,6.63,8.21,6.29,10.17,8.25,11.17,14.79
3487,2070-07-20,14.33,8.33,11.54,7.21,9.13,5.88,9.33,6.96,10.54,8.71,12.62,20.38
3488,2070-07-21,6.54,4.12,8.83,4.83,8.42,6.46,9.17,7.04,9.54,7.71,10.37,14.71
3489,2070-07-22,7.38,3.04,8.08,4.04,7.17,5.63,5.79,4.38,6.25,5.54,9.75,11.71
3490,2070-07-23,13.37,6.5,15.87,6.5,6.17,4.38,4.58,2.62,4.54,2.08,4.92,5.75
3491,2070-07-24,18.79,11.92,14.71,8.87,16.88,11.42,10.79,8.67,10.58,8.42,13.42,19.12
3492,2070-07-25,10.46,9.13,10.37,6.54,10.54,7.5,10.34,5.75,9.46,8.12,9.13,12.92
3493,2070-07-26,11.08,9.21,9.5,4.63,11.75,8.0,8.08,6.67,10.34,4.92,12.87,8.96
3494,2070-07-27,10.46,10.67,12.46,5.37,11.29,7.17,7.79,4.79,8.21,2.58,7.46,5.37
3495,2070-07-28,10.21,9.96,8.58,4.67,10.96,7.87,7.41,6.75,9.0,7.38,10.0,10.63
3496,2070-07-29,11.12,10.04,8.21,4.29,11.58,6.87,6.96,7.92,8.96,7.96,15.54,16.92
3497,2070-07-30,13.67,15.96,13.96,6.67,13.88,10.67,12.17,13.67,12.21,13.04,20.58,20.12
3498,2070-07-31,7.67,6.96,11.34,3.83,6.63,5.33,4.67,5.21,7.25,5.54,10.04,5.79
3499,2070-08-01,3.92,8.92,7.5,3.88,4.42,3.88,2.58,5.09,3.37,3.75,13.96,12.38
3500,2070-08-02,4.96,9.83,4.5,2.46,5.5,4.92,2.62,3.54,4.0,5.25,11.67,6.54
3501,2070-08-03,7.17,13.59,6.79,3.37,8.17,3.88,4.5,3.33,4.92,5.09,5.04,8.87
3502,2070-08-04,2.67,7.92,9.42,1.75,3.96,1.54,2.25,2.04,3.79,3.5,6.0,9.25
3503,2070-08-05,10.17,4.29,12.17,2.83,5.17,5.66,5.37,4.54,8.42,3.5,11.29,6.75
3504,2070-08-06,4.63,3.17,7.79,1.79,3.33,3.46,3.04,2.54,5.54,4.83,10.92,4.96
3505,2070-08-07,5.63,2.79,4.33,1.67,6.04,2.37,1.29,2.29,0.58,2.17,9.92,4.42
3506,2070-08-08,13.5,6.75,4.21,3.96,6.67,5.79,4.46,4.33,7.38,5.46,7.5,11.04
3507,2070-08-09,11.17,8.38,9.54,7.17,14.62,9.59,13.13,8.58,13.29,9.46,15.71,18.29
3508,2070-08-10,10.08,9.08,8.92,6.34,11.25,7.46,8.29,7.04,9.17,7.62,6.58,11.0
3509,2070-08-11,4.08,3.83,5.66,3.21,3.13,2.79,3.17,4.04,3.92,3.67,7.62,6.71
3510,2070-08-12,9.46,11.21,11.0,6.34,9.0,7.67,4.96,10.04,9.29,9.5,18.21,15.54
3511,2070-08-13,13.04,8.67,10.79,6.58,10.96,7.12,7.5,7.25,8.58,6.5,12.0,14.17
3512,2070-08-14,10.75,10.34,9.25,3.42,11.38,7.29,7.96,6.04,8.46,5.91,14.96,17.54
3513,2070-08-15,18.46,16.17,16.38,8.46,15.54,10.13,10.37,9.5,9.87,10.83,11.71,15.67
3514,2070-08-16,26.38,14.96,18.5,17.33,21.59,18.12,20.75,14.96,22.71,23.71,19.87,34.33
3515,2070-08-17,7.5,5.71,8.21,6.25,7.46,7.33,10.41,5.75,10.17,12.17,9.04,21.29
3516,2070-08-18,4.96,4.46,9.5,2.5,4.38,1.33,1.21,1.67,1.71,0.67,5.33,8.87
3517,2070-08-19,11.0,10.25,16.38,5.5,8.71,4.96,5.88,6.29,6.67,3.37,13.04,14.5
3518,2070-08-20,19.5,13.54,17.29,10.34,13.37,10.0,13.5,11.71,13.25,15.54,15.79,25.58
3519,2070-08-21,24.3,13.83,14.54,10.34,12.46,10.79,10.88,10.34,12.42,12.38,15.83,15.63
3520,2070-08-22,14.71,7.17,12.12,5.33,8.08,4.92,6.34,4.42,5.58,3.67,4.38,4.67
3521,2070-08-23,5.04,3.46,5.96,1.79,2.54,0.63,1.42,0.5,2.5,0.13,2.83,3.37
3522,2070-08-24,2.75,5.96,5.88,1.0,2.46,1.13,1.75,2.21,2.75,2.5,2.96,4.38
3523,2070-08-25,5.83,6.63,3.79,1.75,5.25,3.17,1.21,1.33,2.21,2.62,4.29,6.29
3524,2070-08-26,4.88,3.71,8.71,0.87,3.5,1.21,0.37,0.71,0.54,0.04,3.25,4.12
3525,2070-08-27,4.08,2.25,7.58,1.21,2.54,2.13,1.25,1.33,2.83,2.67,2.67,5.04
3526,2070-08-28,2.54,2.54,4.25,1.25,2.25,1.83,1.0,0.79,0.96,1.33,5.58,5.5
3527,2070-08-29,5.09,7.92,6.04,2.46,3.54,2.5,4.67,3.21,1.63,2.71,9.25,5.96
3528,2070-08-30,13.62,16.46,15.96,7.38,12.54,9.29,9.42,12.04,9.87,12.12,21.25,18.0
3529,2070-08-31,14.54,16.29,11.08,9.21,18.71,12.58,14.04,14.17,15.96,13.75,22.34,27.33
3530,2070-09-01,12.96,13.79,12.92,7.58,12.75,9.04,11.38,9.59,12.17,10.46,16.17,21.75
3531,2070-09-02,16.17,12.67,16.88,8.96,14.58,10.92,11.29,9.92,13.7,12.71,14.04,18.29
3532,2070-09-03,12.54,11.79,9.62,5.25,10.96,7.12,7.17,6.96,9.67,8.12,12.87,16.46
3533,2070-09-04,6.96,8.63,9.92,6.08,13.79,9.08,12.92,11.25,12.21,8.25,15.16,20.75
3534,2070-09-05,3.37,6.67,7.62,4.83,9.46,7.33,10.34,7.62,9.87,8.58,12.5,20.21
3535,2070-09-06,6.92,12.38,8.08,4.04,8.92,6.17,5.17,7.38,6.25,2.25,13.21,8.08
3536,2070-09-07,10.5,14.5,9.96,7.29,12.0,8.04,5.71,8.83,9.96,10.25,13.88,19.5
3537,2070-09-08,19.46,20.17,15.37,9.67,16.71,10.5,11.63,10.67,12.71,11.58,17.37,15.46
3538,2070-09-09,31.42,28.5,28.21,20.33,30.0,20.67,22.37,18.29,21.46,22.42,25.75,27.75
3539,2070-09-10,19.0,18.58,16.13,10.41,18.96,11.79,15.71,11.87,14.5,11.58,17.37,17.5
3540,2070-09-11,9.79,9.38,8.29,4.17,8.0,5.17,8.54,4.79,7.58,5.41,9.0,11.29
3541,2070-09-12,10.67,8.5,8.58,4.38,9.0,4.88,5.54,4.29,6.13,5.29,9.38,13.7
3542,2070-09-13,13.25,10.54,10.79,6.08,12.71,6.96,5.58,4.83,7.5,6.83,11.71,14.46
3543,2070-09-14,4.17,3.37,5.96,1.08,6.08,3.21,5.04,3.5,4.83,2.54,10.04,11.34
3544,2070-09-15,11.5,8.54,5.88,4.0,9.04,4.04,5.96,3.63,6.58,3.46,9.54,13.37
3545,2070-09-16,15.87,18.58,13.88,7.87,12.75,8.79,9.75,10.08,9.21,10.08,19.21,17.41
3546,2070-09-17,21.04,18.58,19.95,14.83,13.59,13.13,19.08,13.67,13.33,14.67,15.46,18.5
3547,2070-09-18,3.83,3.92,8.5,1.42,4.08,2.33,0.54,1.17,2.5,2.25,7.58,10.29
3548,2070-09-19,8.67,9.92,8.33,2.92,7.5,3.92,4.0,5.88,5.41,4.12,9.75,10.83
3549,2070-09-20,6.0,8.46,8.17,3.04,3.58,3.33,4.08,7.87,5.13,7.04,14.0,14.04
3550,2070-09-21,7.5,4.75,5.09,2.58,8.0,4.46,3.17,3.04,4.71,5.37,6.21,10.58
3551,2070-09-22,11.04,12.42,9.38,5.5,9.87,9.33,6.54,5.5,7.54,5.04,10.71,11.79
3552,2070-09-23,9.21,8.17,6.79,5.63,8.21,7.0,4.54,4.25,7.0,5.29,7.75,11.17
3553,2070-09-24,6.5,7.58,9.25,4.88,7.75,3.58,1.17,2.83,4.88,2.58,9.87,7.17
3554,2070-09-25,14.58,17.29,11.79,7.25,13.17,9.33,4.5,10.83,11.67,11.46,18.79,15.92
3555,2070-09-26,16.42,17.96,14.96,10.5,16.5,11.34,10.75,13.59,13.75,15.25,25.04,20.91
3556,2070-09-27,5.75,8.0,4.42,1.92,5.75,3.33,3.13,4.42,4.25,4.92,12.96,12.87
3557,2070-09-28,11.71,11.29,12.04,7.04,10.67,7.79,4.67,7.25,10.21,9.79,13.75,15.5
3558,2070-09-29,16.0,14.79,12.92,7.96,14.29,9.92,13.17,11.5,13.04,12.71,22.08,23.54
3559,2070-09-30,15.0,12.75,11.38,7.79,15.79,8.29,12.08,12.33,13.04,12.62,18.71,25.54
3560,2070-10-01,14.75,15.37,12.21,9.38,18.05,11.34,17.29,14.04,17.37,12.33,21.17,28.5
3561,2070-10-02,25.29,17.54,15.09,15.25,22.13,14.88,20.62,17.79,20.33,19.12,25.41,32.96
3562,2070-10-03,14.29,10.46,11.42,8.54,14.79,8.75,11.75,10.96,13.25,9.17,16.21,20.79
3563,2070-10-04,16.42,14.21,14.92,8.25,15.83,11.42,18.75,15.0,16.33,13.88,22.21,26.25
3564,2070-10-05,16.54,14.21,13.62,7.96,14.5,8.92,14.88,12.12,12.38,13.54,23.45,30.13
3565,2070-10-06,10.79,10.79,8.08,4.71,9.87,6.08,11.63,9.67,10.67,9.38,15.09,22.88
3566,2070-10-07,12.67,11.0,7.17,4.33,8.71,6.04,8.25,8.63,8.96,7.67,16.71,24.33
3567,2070-10-08,9.0,5.71,9.79,3.0,4.29,2.46,4.42,3.29,4.54,5.25,9.08,14.92
3568,2070-10-09,5.91,6.42,5.37,1.58,6.63,5.09,4.17,8.54,5.83,6.87,16.33,19.33
3569,2070-10-10,4.38,2.37,5.33,1.25,3.08,3.54,3.25,5.75,4.46,4.42,10.63,8.71
3570,2070-10-11,11.38,9.29,8.92,3.13,7.54,5.66,3.04,6.34,5.41,3.08,7.5,10.0
3571,2070-10-12,13.33,18.91,10.0,7.41,12.0,8.42,6.13,8.92,9.38,7.29,8.71,11.71
3572,2070-10-13,11.54,13.67,9.87,6.79,10.88,9.04,8.12,9.83,8.38,5.5,13.96,12.21
3573,2070-10-14,9.54,9.79,7.12,5.71,11.17,9.67,6.08,7.87,8.83,5.63,10.21,10.17
3574,2070-10-15,9.13,7.87,6.34,4.17,9.13,6.92,6.13,4.5,6.21,3.63,6.46,9.42
3575,2070-10-16,7.5,9.25,6.79,2.96,7.38,5.21,4.12,5.71,3.63,4.0,7.79,10.96
3576,2070-10-17,3.63,4.12,4.21,2.04,5.41,4.67,5.88,7.33,5.75,6.04,13.75,19.67
3577,2070-10-18,9.79,11.29,8.29,7.96,16.29,11.54,19.62,14.29,18.91,14.92,23.71,32.71
3578,2070-10-19,22.67,17.71,17.41,11.63,18.66,12.96,18.58,15.29,17.12,15.41,23.42,32.58
3579,2070-10-20,24.92,17.92,22.58,13.13,16.88,10.67,16.33,15.29,15.83,13.75,24.75,35.92
3580,2070-10-21,15.16,10.13,17.25,7.58,9.08,6.21,10.96,8.04,9.13,8.54,13.21,21.59
3581,2070-10-22,9.0,4.67,7.58,3.25,3.58,4.5,6.87,4.12,5.25,4.0,9.29,12.25
3582,2070-10-23,10.5,11.08,9.92,3.83,10.96,9.0,12.25,12.54,11.71,11.21,17.5,19.79
3583,2070-10-24,14.67,13.33,12.54,6.75,13.17,11.17,15.87,13.25,13.21,11.71,13.79,14.42
3584,2070-10-25,17.62,12.92,14.96,8.58,14.33,9.96,12.21,9.25,9.29,7.96,11.17,15.96
3585,2070-10-26,5.54,6.13,6.17,4.46,7.58,5.79,8.54,6.71,7.17,8.67,12.5,20.58
3586,2070-10-27,14.46,14.96,12.67,5.63,13.04,9.25,10.17,9.17,9.67,7.62,12.75,14.42
3587,2070-10-28,13.7,13.13,12.58,7.04,12.54,8.0,9.33,8.83,9.04,3.96,15.09,12.21
3588,2070-10-29,17.33,16.75,16.5,6.96,13.62,10.92,13.17,13.25,12.54,12.21,20.75,21.21
3589,2070-10-30,20.3,18.75,18.66,10.96,12.08,9.87,12.46,8.71,9.92,8.71,13.54,21.84
3590,2070-10-31,22.25,20.3,19.38,12.42,20.38,14.0,16.25,18.5,16.88,15.16,26.0,25.08
3591,2070-11-01,10.58,10.29,9.0,4.08,9.21,7.54,11.46,9.71,9.54,10.37,15.92,24.67
3592,2070-11-02,17.5,17.33,14.67,7.04,15.0,11.42,13.33,13.92,12.92,13.5,21.84,21.54
3593,2070-11-03,19.58,19.95,15.75,16.83,23.09,18.05,23.75,19.79,22.54,15.79,26.67,26.87
3594,2070-11-04,11.38,10.08,9.17,4.96,10.79,8.71,12.92,11.79,12.25,11.17,19.79,24.33
3595,2070-11-05,10.96,8.83,8.12,6.08,11.42,9.25,13.5,10.13,13.29,11.92,16.33,26.92
3596,2070-11-06,13.33,15.0,9.04,4.63,11.21,8.0,7.33,8.0,7.96,6.87,9.21,14.0
3597,2070-11-07,18.08,11.17,21.87,8.12,8.08,7.0,9.71,6.29,7.58,6.38,8.92,11.08
3598,2070-11-08,12.67,11.38,10.75,6.04,13.21,10.83,14.42,14.46,16.04,14.75,20.25,29.25
3599,2070-11-09,14.83,9.62,9.59,6.63,12.25,9.08,15.75,10.34,14.5,13.17,15.83,24.3
3600,2070-11-10,13.04,14.92,11.0,6.71,15.87,10.08,10.96,8.75,11.79,8.79,16.13,15.96
3601,2070-11-11,12.58,15.29,10.79,7.08,12.08,8.75,11.92,8.71,10.41,9.92,18.71,22.0
3602,2070-11-12,12.71,15.54,9.29,5.88,11.75,7.92,15.09,9.75,10.37,10.17,17.46,23.0
3603,2070-11-13,7.67,11.17,6.75,1.33,9.46,5.41,8.75,5.25,7.33,6.67,11.75,17.75
3604,2070-11-14,18.0,13.04,15.54,7.33,7.62,6.21,8.25,6.42,8.79,5.5,11.08,18.91
3605,2070-11-15,12.75,9.71,10.34,4.25,7.38,6.29,6.04,6.46,6.54,7.08,12.54,14.96
3606,2070-11-16,12.92,11.67,12.33,6.83,11.25,8.58,10.75,8.17,10.5,7.92,15.29,20.91
3607,2070-11-17,13.08,7.41,12.92,3.54,6.04,4.17,4.92,3.37,3.13,2.88,9.59,13.59
3608,2070-11-18,17.62,14.67,17.25,7.41,11.63,8.33,8.96,5.5,8.92,5.33,7.46,8.29
3609,2070-11-19,13.59,9.21,10.04,5.83,9.04,6.96,9.5,5.66,9.21,5.96,11.92,17.0
3610,2070-11-20,12.54,6.83,13.17,7.25,8.33,6.67,7.92,6.79,9.33,6.17,11.42,14.04
3611,2070-11-21,9.5,9.79,7.12,3.17,9.08,6.25,10.21,5.37,9.92,7.75,11.08,20.12
3612,2070-11-22,10.21,12.08,9.46,2.0,9.5,7.75,5.79,6.17,6.87,6.79,10.75,17.54
3613,2070-11-23,25.12,14.0,23.58,12.96,10.54,11.08,12.0,11.08,13.25,10.29,13.92,16.25
3614,2070-11-24,9.83,5.13,14.83,7.38,5.66,6.0,6.79,3.63,8.29,6.96,7.67,11.87
3615,2070-11-25,21.79,23.0,16.96,10.71,17.67,11.12,11.21,10.75,11.04,6.34,14.04,10.92
3616,2070-11-26,16.5,20.12,12.17,7.75,13.96,10.25,7.21,10.67,9.38,7.12,13.25,12.17
3617,2070-11-27,14.21,12.0,14.17,7.92,12.58,8.5,9.54,7.38,8.83,6.29,8.71,17.71
3618,2070-11-28,15.83,10.13,15.09,9.42,10.92,9.33,9.96,6.0,11.29,9.59,7.17,13.88
3619,2070-11-29,4.0,2.67,5.09,0.67,3.46,1.17,2.21,2.54,1.92,1.79,4.46,10.5
3620,2070-11-30,9.25,7.92,7.71,5.29,7.75,4.38,7.83,4.12,6.58,6.13,8.96,15.25
3621,2070-12-01,9.71,8.0,7.04,4.83,8.96,6.46,9.33,4.5,8.75,7.17,12.54,17.41
3622,2070-12-02,15.54,15.75,13.59,6.92,15.25,10.46,14.75,12.08,12.58,12.25,18.75,18.84
3623,2070-12-03,11.21,11.92,8.46,3.21,10.34,6.34,6.96,7.0,8.63,5.75,14.12,16.38
3624,2070-12-04,12.67,14.58,10.46,4.12,15.75,10.46,12.5,11.29,12.54,13.29,22.83,26.16
3625,2070-12-05,13.96,12.58,12.12,6.08,14.12,9.67,13.75,12.92,12.87,13.08,20.17,25.96
3626,2070-12-06,21.62,18.21,15.96,12.42,19.95,12.87,17.33,14.79,16.88,15.16,22.5,28.75
3627,2070-12-07,12.21,5.83,13.79,7.0,6.71,4.5,7.54,3.0,5.37,6.58,5.58,14.79
3628,2070-12-08,6.38,1.25,9.25,1.29,1.58,0.46,3.46,0.04,0.37,0.63,3.67,9.17
3629,2070-12-09,5.66,1.42,13.0,0.54,0.13,0.0,1.79,0.92,2.58,0.13,4.38,8.17
3630,2070-12-10,14.0,6.75,13.88,2.5,7.71,3.63,6.58,5.37,6.92,4.12,7.25,9.71
3631,2070-12-11,16.71,13.75,15.25,7.79,14.62,10.67,9.21,9.5,7.83,6.34,8.75,13.67
3632,2070-12-12,17.88,12.08,13.17,9.59,15.92,10.79,8.17,11.92,11.34,8.5,15.16,18.79
3633,2070-12-13,6.0,6.63,9.62,3.46,6.25,2.92,6.79,2.62,4.92,1.96,6.71,14.37
3634,2070-12-14,16.46,17.25,7.87,3.88,14.17,8.71,2.42,8.46,5.58,7.5,12.67,16.66
3635,2070-12-15,6.04,7.25,9.21,3.58,8.08,5.63,5.04,6.25,6.46,7.83,9.42,16.79
3636,2070-12-16,18.21,16.21,15.67,9.08,15.79,11.58,10.96,11.96,11.79,12.5,21.17,23.96
3637,2070-12-17,7.21,8.25,7.17,3.0,9.79,6.42,7.62,8.17,8.17,9.42,17.41,21.09
3638,2070-12-18,16.58,17.41,14.46,8.29,12.54,11.12,9.83,13.17,11.17,14.17,15.29,20.17
3639,2070-12-19,16.08,12.79,15.12,7.83,12.54,10.46,12.75,9.13,10.83,11.67,12.42,14.96
3640,2070-12-20,9.33,4.75,10.25,2.42,3.88,1.67,6.13,1.75,4.54,4.5,7.58,19.62
3641,2070-12-21,7.79,3.21,14.92,3.63,4.79,2.75,5.83,1.67,4.67,2.42,3.46,13.25
3642,2070-12-22,10.41,4.12,11.42,2.33,6.17,0.75,5.96,3.13,4.54,6.08,6.13,13.37
3643,2070-12-23,15.0,8.87,19.21,6.58,10.88,6.75,10.13,6.54,10.21,11.38,14.25,25.29
