,Location,Period,Indicator,Dim1,First Tooltip
12523,Guyana,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,47.25 [41.67-53.78]
12524,Guyana,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,36.88 [32.53-41.97]
12525,Guyana,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.12 [38.46-48.58]
12526,Guyana,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,48.24 [42.87-54.5]
12527,Guyana,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.76 [33.48-42.72]
12528,Guyana,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,44.14 [39.53-49.44]
12529,Guyana,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,49.38 [44.08-55.41]
12530,Guyana,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,38.66 [34.44-43.53]
12531,Guyana,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,45.22 [40.65-50.4]
12532,Guyana,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,50.54 [45.31-56.56]
12533,Guyana,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,39.59 [35.42-44.42]
12534,Guyana,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,46.34 [41.78-51.46]
12535,Guyana,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,51.77 [46.51-57.69]
12536,Guyana,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,40.64 [36.42-45.35]
12537,Guyana,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,47.47 [42.91-52.61]
12538,Guyana,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,53.07 [47.8-58.93]
12539,Guyana,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,41.61 [37.42-46.36]
12540,Guyana,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,48.68 [44.01-53.89]
12541,Guyana,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,54.36 [49.07-60.34]
12542,Guyana,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,42.69 [38.47-47.49]
12543,Guyana,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,49.89 [45.23-55.15]
12544,Guyana,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,55.81 [50.5-61.83]
12545,Guyana,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,43.69 [39.41-48.6]
12546,Guyana,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,51.12 [46.47-56.45]
12547,Guyana,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,57.13 [51.83-63.17]
12548,Guyana,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,44.8 [40.52-49.72]
12549,Guyana,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,52.42 [47.69-57.82]
12550,Guyana,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,58.51 [53.13-64.66]
12551,Guyana,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,46 [41.69-51]
12552,Guyana,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,53.82 [49.02-59.33]
12553,Guyana,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,60.08 [54.55-66.38]
12554,Guyana,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,47.26 [42.92-52.35]
12555,Guyana,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,55.32 [50.4-61.01]
12556,Guyana,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,61.66 [56.03-68.14]
12557,Guyana,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,48.67 [44.18-53.97]
12558,Guyana,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,56.9 [51.8-62.79]
12559,Guyana,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,63.4 [57.52-70.07]
12560,Guyana,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,50.14 [45.43-55.59]
12561,Guyana,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,58.49 [53.15-64.71]
12562,Guyana,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,65.05 [58.93-72.03]
12563,Guyana,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,51.66 [46.7-57.41]
12564,Guyana,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,60.08 [54.41-66.69]
12565,Guyana,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,66.73 [60.24-74.22]
12566,Guyana,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,53.07 [47.9-59.15]
12567,Guyana,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,61.53 [55.57-68.58]
12568,Guyana,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,68.27 [61.49-76.23]
12569,Guyana,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,54.45 [49.04-61.08]
12570,Guyana,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,62.91 [56.65-70.48]
12571,Guyana,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,69.72 [62.65-78.16]
12572,Guyana,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,55.72 [49.97-62.73]
12573,Guyana,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,64.16 [57.61-72.05]
12574,Guyana,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,71.01 [63.54-79.89]
12575,Guyana,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,56.94 [50.9-64.26]
12576,Guyana,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,65.26 [58.48-73.53]
12577,Guyana,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,72.16 [64.51-81.54]
12578,Guyana,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,57.95 [51.64-65.49]
12579,Guyana,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,66.21 [59.14-74.91]
12580,Guyana,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,73.21 [65.19-82.95]
12581,Guyana,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,58.88 [52.3-66.8]
12582,Guyana,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,67.05 [59.72-76.15]
12583,Guyana,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,74.1 [65.8-84.17]
12584,Guyana,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,59.67 [52.86-68.01]
12585,Guyana,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,67.82 [60.12-77.41]
12586,Guyana,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,74.93 [66.22-85.44]
12587,Guyana,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,60.45 [53.32-69.15]
12588,Guyana,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,68.6 [60.54-78.53]
12589,Guyana,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,75.69 [66.67-86.67]
12590,Guyana,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,61.12 [53.72-70.19]
12591,Guyana,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,69.27 [60.93-79.69]
12592,Guyana,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,76.47 [67.07-88.05]
12593,Guyana,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,61.73 [54.14-71.35]
12594,Guyana,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,69.88 [61.37-80.59]
12595,Guyana,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,77.16 [67.48-89.05]
12596,Guyana,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,62.31 [54.53-72.19]
12597,Guyana,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,70.51 [61.84-81.34]
12598,Guyana,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,77.86 [67.96-89.92]
12599,Guyana,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,62.91 [54.95-72.9]
12600,Guyana,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,71.08 [62.3-82.12]
12601,Guyana,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.47 [68.49-90.59]
12602,Guyana,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,63.46 [55.33-73.62]
12603,Guyana,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,71.63 [62.83-82.46]
12604,Guyana,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.96 [68.94-91.06]
12605,Guyana,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,63.99 [55.9-74.04]
12606,Guyana,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.06 [63.3-82.6]
12607,Guyana,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,79.45 [69.59-91.23]
12608,Guyana,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.37 [56.35-74.15]
12609,Guyana,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.46 [63.72-82.84]
12610,Guyana,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,79.85 [70.03-91.5]
12611,Guyana,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.67 [56.61-74.31]
12612,Guyana,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.79 [63.94-82.98]
12613,Guyana,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.16 [70.33-91.67]
12614,Guyana,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,65.03 [56.93-74.35]
12615,Guyana,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.98 [64.09-83.01]
12616,Guyana,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.44 [70.56-91.75]
12617,Guyana,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,65.24 [57.16-74.51]
12618,Guyana,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,73.17 [64.34-83.25]
12619,Guyana,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.65 [70.69-91.87]
12620,Guyana,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,65.37 [57.32-74.54]
12621,Guyana,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,73.4 [64.43-83.46]
12622,Guyana,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.86 [70.85-92.19]
12623,Guyana,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,65.5 [57.27-74.68]
12624,Guyana,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,73.68 [64.54-83.85]
12625,Guyana,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,81.15 [70.93-92.58]
12626,Guyana,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,65.76 [57.37-75.13]
12627,Guyana,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.09 [64.76-84.44]
12628,Guyana,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,81.65 [71.22-93.25]
12629,Guyana,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.11 [57.59-75.67]
12630,Guyana,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.67 [65.11-85.18]
12631,Guyana,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,82.36 [71.67-94.21]
12632,Guyana,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.63 [57.89-76.5]
12633,Guyana,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,75.53 [65.75-86.5]
12634,Guyana,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,83.3 [72.41-95.59]
12635,Guyana,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,67.36 [58.36-77.53]
12636,Guyana,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,76.67 [66.6-87.93]
12637,Guyana,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,84.46 [73.31-97.2]
12638,Guyana,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,68.42 [59.15-78.88]
12639,Guyana,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,78.09 [67.66-89.84]
12640,Guyana,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,86.01 [74.55-99.21]
12641,Guyana,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,69.73 [60.23-80.7]
12642,Guyana,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,79.95 [69.26-92.16]
12643,Guyana,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,87.95 [76.01-101.7]
12644,Guyana,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,71.42 [61.59-82.8]
12645,Guyana,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,82.19 [71.1-94.8]
12646,Guyana,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,90.35 [77.92-104.4]
12647,Guyana,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,73.63 [63.35-85.19]
12648,Guyana,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,84.95 [73.38-98.11]
12649,Guyana,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,93.36 [80.42-107.8]
12650,Guyana,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.2 [65.46-88.24]
12651,Guyana,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,88.28 [76.11-102]
12652,Guyana,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,96.87 [83.31-112]
12653,Guyana,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,79.25 [68.04-91.66]
12654,Guyana,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,92.22 [79.37-106.4]
12655,Guyana,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,100.9 [86.67-116.8]
12656,Guyana,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,82.92 [71.11-95.85]
12657,Guyana,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,96.59 [83.09-111.4]
12658,Guyana,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,105.6 [90.81-122.2]
12659,Guyana,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,87.04 [74.59-100.7]
12660,Guyana,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,101.6 [87.37-117.7]
12661,Guyana,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,111 [95.3-128.6]
12662,Guyana,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,91.7 [78.72-106.3]
12663,Guyana,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,107.2 [91.91-124.3]
12664,Guyana,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,116.9 [100.2-135.9]
12665,Guyana,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,96.85 [82.99-112.5]
12666,Guyana,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,113.1 [96.9-131.7]
12667,Guyana,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,123.4 [105.3-143.7]
12668,Guyana,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,102.5 [87.53-119.7]
12669,Guyana,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,119.5 [101.9-140.1]
12670,Guyana,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,130.1 [110.5-152.2]
12671,Guyana,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,108.5 [92.22-127.2]
12672,Guyana,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,126.2 [106.8-148.4]
12673,Guyana,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,137 [115.7-161.4]
12674,Guyana,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,114.8 [97.1-135.1]
12675,Guyana,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,132.9 [111.7-157]
12676,Guyana,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,144 [120.6-170.9]
12677,Guyana,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,121.1 [101.8-143.7]
12678,Guyana,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,139.8 [116.4-166.6]
12679,Guyana,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,151.3 [125.6-181]
12680,Guyana,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,127.6 [106.3-152.5]
12681,Guyana,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,146.6 [120.8-177.1]
12682,Guyana,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,158.3 [130.3-191.7]
12683,Guyana,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,134.1 [110.3-162.3]
12684,Guyana,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,153.5 [125.2-188.1]
12685,Guyana,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,165.6 [134.4-203.7]
12686,Guyana,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,140.8 [114.2-173.3]
12687,Haiti,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,62.8 [47.61-84.11]
12688,Haiti,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,67.99 [51.56-91.16]
12689,Haiti,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,57.21 [43.25-76.82]
12690,Haiti,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,64.65 [50.63-84.21]
12691,Haiti,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,70.07 [54.94-90.96]
12692,Haiti,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,58.98 [46.06-76.98]
12693,Haiti,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,66.58 [53.79-84.39]
12694,Haiti,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,72.06 [58.31-91.32]
12695,Haiti,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,60.82 [48.93-77.26]
12696,Haiti,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,68.48 [56.93-84.7]
12697,Haiti,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,74.1 [61.47-91.66]
12698,Haiti,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,62.6 [51.7-77.47]
12699,Haiti,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,70.51 [59.7-84.95]
12700,Haiti,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,76.24 [64.34-92.1]
12701,Haiti,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.39 [54.34-77.86]
12702,Haiti,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,72.3 [62.24-85.51]
12703,Haiti,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.18 [67.07-92.59]
12704,Haiti,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,66.21 [56.78-78.57]
12705,Haiti,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.11 [64.64-86.19]
12706,Haiti,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,80.06 [69.61-93.11]
12707,Haiti,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,67.96 [59.02-79.22]
12708,Haiti,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,75.92 [66.97-86.85]
12709,Haiti,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,81.96 [72.09-93.73]
12710,Haiti,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,69.68 [61.33-79.99]
12711,Haiti,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,77.75 [69.33-87.77]
12712,Haiti,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,83.84 [74.55-94.63]
12713,Haiti,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,71.34 [63.4-80.79]
12714,Haiti,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,207 [186.2-231.2]
12715,Haiti,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,213.2 [191.1-237.9]
12716,Haiti,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,200.5 [179.6-224.5]
12717,Haiti,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,81.46 [73.79-90.14]
12718,Haiti,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,87.68 [79.3-97.2]
12719,Haiti,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,74.88 [67.49-83.18]
12720,Haiti,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,83.36 [75.85-91.56]
12721,Haiti,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,89.7 [81.55-98.8]
12722,Haiti,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,76.67 [69.54-84.51]
12723,Haiti,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,85.32 [78.01-93.25]
12724,Haiti,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,91.74 [83.72-100.4]
12725,Haiti,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,78.53 [71.54-86.06]
12726,Haiti,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,87.38 [79.92-95.02]
12727,Haiti,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,93.85 [85.88-102.4]
12728,Haiti,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,80.44 [73.37-87.87]
12729,Haiti,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,89.51 [81.95-97.2]
12730,Haiti,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,96.09 [87.92-104.8]
12731,Haiti,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,82.46 [75.22-89.83]
12732,Haiti,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,91.8 [84.13-99.63]
12733,Haiti,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,98.51 [90.18-107.3]
12734,Haiti,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,84.73 [77.24-92.21]
12735,Haiti,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,94.35 [86.44-102.3]
12736,Haiti,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,101.2 [92.57-110]
12737,Haiti,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,87.1 [79.51-94.75]
12738,Haiti,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,97.18 [89.04-105.2]
12739,Haiti,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,104.2 [95.3-113.1]
12740,Haiti,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,89.84 [82.1-97.61]
12741,Haiti,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,100.3 [92.09-108.4]
12742,Haiti,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,107.3 [98.41-116.3]
12743,Haiti,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,92.86 [85.02-100.7]
12744,Haiti,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,103.7 [95.55-111.9]
12745,Haiti,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,110.8 [101.9-119.8]
12746,Haiti,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,96.26 [88.37-104.1]
12747,Haiti,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,107.4 [99.34-115.6]
12748,Haiti,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,114.6 [105.8-123.6]
12749,Haiti,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,99.85 [92.02-107.8]
12750,Haiti,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,111.3 [103.3-119.6]
12751,Haiti,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,118.6 [109.8-127.7]
12752,Haiti,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,103.6 [95.82-111.7]
12753,Haiti,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,115.4 [107.2-123.8]
12754,Haiti,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,122.7 [113.9-132]
12755,Haiti,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,107.6 [99.68-115.9]
12756,Haiti,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,119.6 [111.3-128.3]
12757,Haiti,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,127.2 [118.2-136.7]
12758,Haiti,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,111.6 [103.6-120]
12759,Haiti,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,123.8 [115.3-132.7]
12760,Haiti,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,131.6 [122.5-141.3]
12761,Haiti,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,115.6 [107.5-124.3]
12762,Haiti,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,128.1 [119.4-137.2]
12763,Haiti,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,136 [126.6-146]
12764,Haiti,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,119.7 [111.4-128.8]
12765,Haiti,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,132.3 [123.6-141.6]
12766,Haiti,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,140.5 [130.7-150.6]
12767,Haiti,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,123.8 [115.2-133.1]
